"description"	"symbol"	"efo"	"gene"	"chromosome"	"init_pos"	"genome_reference"	"chosen_gene_idx"	"position"	"row_number"
"Lymphoma, T-Cell, Peripheral"	"CCR4"	"MONDO_0000430"	"ENSG00000183813"	"chr3"	32953996.5	"hg38"	2	33046881.5	1415
"Lymphoma, T-Cell, Peripheral"	"DHFR"	"MONDO_0000430"	"ENSG00000228716"	"chr5"	80640604.5	"hg38"	3	80563517.5	1416
"Lymphoma, T-Cell, Peripheral"	"EZH1"	"MONDO_0000430"	"ENSG00000108799"	"chr17"	42722657.5	"hg38"	3	42691262	1417
"Lymphoma, T-Cell, Peripheral"	"EZH2"	"MONDO_0000430"	"ENSG00000106462"	"chr7"	148845837	"hg38"	3	149015783.5	1418
"Lymphoma, T-Cell, Peripheral"	"HDAC1"	"MONDO_0000430"	"ENSG00000116478"	"chr1"	32312854.5	"hg38"	9	32219276.5	1419
"Lymphoma, T-Cell, Peripheral"	"HDAC10"	"MONDO_0000430"	"ENSG00000100429"	"chr22"	50248224	"hg38"	1	50248224	1420
"Lymphoma, T-Cell, Peripheral"	"HDAC2"	"MONDO_0000430"	"ENSG00000196591"	"chr6"	113952088	"hg38"	1	113952088	1421
"Lymphoma, T-Cell, Peripheral"	"HDAC4"	"MONDO_0000430"	"ENSG00000068024"	"chr2"	239224594	"hg38"	4	239085876.5	1422
"Lymphoma, T-Cell, Peripheral"	"PDCD1"	"MONDO_0000430"	"ENSG00000188389"	"chr2"	241854389	"hg38"	3	241813303	1423
"Lymphoma, T-Cell, Peripheral"	"PNP"	"MONDO_0000430"	"ENSG00000198805"	"chr14"	20473247.5	"hg38"	1	20473247.5	1424
"Lymphoma, T-Cell, Peripheral"	"SLC19A1"	"MONDO_0000430"	"ENSG00000173638"	"chr21"	45527502.5	"hg38"	1	45527502.5	1425
"Lymphoma, T-Cell, Peripheral"	"TNFRSF8"	"MONDO_0000430"	"ENSG00000120949"	"chr1"	12103755	"hg38"	1	12103755	1426
"Lymphoma, T-Cell, Peripheral"	"TOP2A"	"MONDO_0000430"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	20	40751676	1427
"Helicobacter Infections"	"ATP4A"	"EFO_1000961"	"ENSG00000105675"	"chr19"	35556844.5	"hg38"	3	35539387.5	1428
"Peripheral Vascular Diseases"	"F2R"	"EFO_0003875"	"ENSG00000181104"	"chr5"	76725948	"hg38"	1	76725948	1429
"Peripheral Vascular Diseases"	"VEGFA"	"EFO_0003875"	"ENSG00000112715"	"chr6"	43778349	"hg38"	1	43778349	1430
"Severe Combined Immunodeficiency"	"ADA"	"Orphanet_183660"	"ENSG00000196839"	"chr20"	44635610.5	"hg38"	17	44203355	1431
"Mucopolysaccharidosis II"	"IDS"	"Orphanet_580"	"ENSG00000010404"	"chrX"	149491147	"hg38"	12	149883504	1432
"Mucopolysaccharidosis VII"	"GUSB"	"Orphanet_584"	"ENSG00000169919"	"chr7"	65971448.5	"hg38"	1	65971448.5	1433
"Purpura, Thrombocytopenic, Idiopathic"	"MPL"	"EFO_0007160"	"ENSG00000117400"	"chr1"	43346142	"hg38"	1	43346142	1434
"Purpura, Thrombocytopenic, Idiopathic"	"MS4A1"	"EFO_0007160"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1435
"Purpura, Thrombocytopenic, Idiopathic"	"SYK"	"EFO_0007160"	"ENSG00000165025"	"chr9"	90850184	"hg38"	1	90850184	1436
"Panic Disorder"	"SLC6A4"	"EFO_0004262"	"ENSG00000108576"	"chr17"	30215008	"hg38"	1	30215008	1437
"Still's Disease, Adult-Onset"	"IL1B"	"EFO_0007135"	"ENSG00000125538"	"chr2"	112833265	"hg38"	14	112511947.5	1438
"Endometrial Neoplasms"	"ANPEP"	"EFO_1001512"	"ENSG00000166825"	"chr15"	89799873.5	"hg38"	3	89862296.5	1439
"Endometrial Neoplasms"	"FGFR1"	"EFO_1001512"	"ENSG00000077782"	"chr8"	38439889	"hg38"	3	38325987.5	1440
"Endometrial Neoplasms"	"FGFR2"	"EFO_1001512"	"ENSG00000066468"	"chr10"	121538388	"hg38"	1	121538388	1441
"Endometrial Neoplasms"	"FGFR3"	"EFO_1001512"	"ENSG00000068078"	"chr4"	1801080	"hg38"	1	1801080	1442
"Endometrial Neoplasms"	"FGFR4"	"EFO_1001512"	"ENSG00000160867"	"chr5"	177092529.5	"hg38"	6	177302458.5	1443
"Endometrial Neoplasms"	"FLT1"	"EFO_1001512"	"ENSG00000102755"	"chr13"	28397737	"hg38"	2	28216940	1444
"Endometrial Neoplasms"	"FLT4"	"EFO_1001512"	"ENSG00000037280"	"chr5"	180625553	"hg38"	0	180625553	1445
"Endometrial Neoplasms"	"KDR"	"EFO_1001512"	"ENSG00000128052"	"chr4"	55102038	"hg38"	1	55102038	1446
"Endometrial Neoplasms"	"KIT"	"EFO_1001512"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1447
"Endometrial Neoplasms"	"PDCD1"	"EFO_1001512"	"ENSG00000188389"	"chr2"	241854389	"hg38"	1	241854389	1448
"Endometrial Neoplasms"	"PDGFRA"	"EFO_1001512"	"ENSG00000134853"	"chr4"	54263769	"hg38"	2	54263769	1449
"Endometrial Neoplasms"	"RET"	"EFO_1001512"	"ENSG00000165731"	"chr10"	43103710	"hg38"	1	43103710	1450
"Endometrial Neoplasms"	"TOP2A"	"EFO_1001512"	"ENSG00000131747"	"chr17"	40403210.5	"hg38"	2	40362694.5	1451
"Tachycardia, Ventricular"	"SCN5A"	"EFO_0005306,Orphanet_3286"	"ENSG00000183873"	"chr3"	38598874.5	"hg38"	1	38598874.5	1452
"Hidradenitis Suppurativa"	"TNF"	"EFO_1000710"	"ENSG00000232810"	"chr6"	31576950.5	"hg38"	1	31576950.5	1453
"Hypophosphatemia"	"FGF23"	"HP_0002148"	"ENSG00000118972"	"chr12"	4373969.5	"hg38"	1	4339626	1454
"Diabetic Foot"	"EGFR"	"EFO_1001459"	"ENSG00000146648"	"chr7"	55115322.5	"hg38"	1	55115322.5	1455
"Lymphoma, Large-Cell, Anaplastic"	"ALK"	"EFO_0003032"	"ENSG00000171094"	"chr2"	29557180	"hg38"	2	29149611.5	1456
"Lymphoma, Large-Cell, Anaplastic"	"ROS1"	"EFO_0003032"	"ENSG00000047936"	"chr6"	117356647.5	"hg38"	3	117269561.5	1457
"Lymphoma, Large-Cell, Anaplastic"	"TNFRSF8"	"EFO_0003032"	"ENSG00000120949"	"chr1"	12103755	"hg38"	16	11743452.5	1458
"Tympanic Membrane Perforation"	"FGF2"	"EFO_0009472"	"ENSG00000138685"	"chr4"	122862533.5	"hg38"	0	122862533.5	1459
"Lymphangioleiomyomatosis"	"MTOR"	"Orphanet_538"	"ENSG00000198793"	"chr1"	11184543	"hg38"	3	11083243.5	1460
"Carcinoma, Neuroendocrine"	"CSF1R"	"MONDO_0002120"	"ENSG00000182578"	"chr5"	150069924.5	"hg38"	8	149901373	1461
"Carcinoma, Neuroendocrine"	"FGFR1"	"MONDO_0002120"	"ENSG00000077782"	"chr8"	38439889	"hg38"	6	38195078	1462
"Carcinoma, Neuroendocrine"	"FLT1"	"MONDO_0002120"	"ENSG00000102755"	"chr13"	28397737	"hg38"	2	28216940	1463
"Carcinoma, Neuroendocrine"	"FLT4"	"MONDO_0002120"	"ENSG00000037280"	"chr5"	180625553	"hg38"	3	180536368.5	1464
"Carcinoma, Neuroendocrine"	"GHRHR"	"MONDO_0002120"	"ENSG00000106128"	"chr7"	30971740.5	"hg38"	1	30971740.5	1465
"Carcinoma, Neuroendocrine"	"KDR"	"MONDO_0002120"	"ENSG00000128052"	"chr4"	55102038	"hg38"	3	55411066	1466
"Neoplasms, Basal Cell"	"IFNAR2"	"EFO_0004193"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1467
"Neoplasms, Basal Cell"	"PDCD1"	"EFO_0004193"	"ENSG00000188389"	"chr2"	241854389	"hg38"	5	241790554.5	1468
"Neoplasms, Basal Cell"	"SMO"	"EFO_0004193"	"ENSG00000128602"	"chr7"	129201089	"hg38"	1	129201089	1469
"Neoplasms, Squamous Cell"	"PDCD1"	"EFO_0000707"	"ENSG00000188389"	"chr2"	241854389	"hg38"	2	241871776	1470
"Hemangioblastoma"	"EPAS1"	"MONDO_0016748"	"ENSG00000116016"	"chr2"	46342052	"hg38"	1	46342052	1471
"Neuroendocrine Tumors"	"CSF1R"	"MONDO_0002120"	"ENSG00000182578"	"chr5"	150069924.5	"hg38"	1	150069924.5	1472
"Neuroendocrine Tumors"	"EPAS1"	"MONDO_0002120"	"ENSG00000116016"	"chr2"	46342052	"hg38"	2	46481995	1473
"Neuroendocrine Tumors"	"FGFR1"	"MONDO_0002120"	"ENSG00000077782"	"chr8"	38439889	"hg38"	1	38439889	1474
"Neuroendocrine Tumors"	"FLT1"	"MONDO_0002120"	"ENSG00000102755"	"chr13"	28397737	"hg38"	2	28216940	1475
"Neuroendocrine Tumors"	"FLT3"	"MONDO_0002120"	"ENSG00000122025"	"chr13"	28051925	"hg38"	6	28397737	1476
"Neuroendocrine Tumors"	"FLT4"	"MONDO_0002120"	"ENSG00000037280"	"chr5"	180625553	"hg38"	8	180925032.5	1477
"Neuroendocrine Tumors"	"GHRHR"	"MONDO_0002120"	"ENSG00000106128"	"chr7"	30971740.5	"hg38"	2	30918684.5	1478
"Neuroendocrine Tumors"	"KDR"	"MONDO_0002120"	"ENSG00000128052"	"chr4"	55102038	"hg38"	3	55411066	1479
"Neuroendocrine Tumors"	"KIT"	"MONDO_0002120"	"ENSG00000157404"	"chr4"	54699336	"hg38"	2	55102038	1480
"Neuroendocrine Tumors"	"PDGFRA"	"MONDO_0002120"	"ENSG00000134853"	"chr4"	54263769	"hg38"	2	54263769	1481
"Neuroendocrine Tumors"	"RET"	"MONDO_0002120"	"ENSG00000165731"	"chr10"	43103710	"hg38"	1	43103710	1482
"Lymphoma, B-Cell, Marginal Zone"	"BTK"	"EFO_1000630"	"ENSG00000010671"	"chrX"	101367820.5	"hg38"	2	101347201.5	1483
"Lymphoma, B-Cell, Marginal Zone"	"CD19"	"EFO_1000630"	"ENSG00000177455"	"chr16"	28935656.5	"hg38"	9	28844379.5	1484
"Lymphoma, B-Cell, Marginal Zone"	"CSNK1E"	"EFO_1000630"	"ENSG00000213923"	"chr22"	38304062	"hg38"	2	38345220	1485
"Lymphoma, B-Cell, Marginal Zone"	"PIK3CD"	"EFO_1000630"	"ENSG00000171608"	"chr1"	9690422.5	"hg38"	1	9690422.5	1486
"Gastroparesis"	"DRD2"	"EFO_1000948"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	3	113394097.5	1487
"Gastroparesis"	"HTR4"	"EFO_1000948"	"ENSG00000164270"	"chr5"	148568037	"hg38"	8	148209089.5	1488
"Sepsis"	"AGT"	"HP_0100806"	"ENSG00000135744"	"chr1"	230708322.5	"hg38"	2	230668231.5	1489
"Sepsis"	"FOLH1"	"HP_0100806"	"ENSG00000086205"	"chr11"	49176847	"hg38"	2	49056413	1490
"Heat Stroke"	"RYR1"	"EFO_1001340"	"ENSG00000196218"	"chr19"	38510627.5	"hg38"	1	38510627.5	1491
"HIV Wasting Syndrome"	"CNR1"	"EFO_0007312"	"ENSG00000118432"	"chr6"	88153105.5	"hg38"	1	88153105.5	1492
"HIV Wasting Syndrome"	"GHR"	"EFO_0007312"	"ENSG00000112964"	"chr5"	42572658.5	"hg38"	2	42779628.5	1493
"Hematologic Neoplasms"	"EEF2"	"MONDO_0002334"	"ENSG00000167658"	"chr19"	3980759.5	"hg38"	6	3904383.5	1494
"Hematologic Neoplasms"	"IFNAR2"	"MONDO_0002334"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1495
"alpha 1-Antitrypsin Deficiency"	"SERPINA1"	"Orphanet_60"	"ENSG00000197249"	"chr14"	94382674.5	"hg38"	1	94382674.5	1496
"Cocaine-Related Disorders"	"SLC6A3"	"DOID_809,DOID_9975"	"ENSG00000142319"	"chr5"	1419117	"hg38"	3	1331425.5	1497
"Sexual Dysfunctions, Psychological"	"AR"	"DOID_13868"	"ENSG00000169083"	"chrX"	67637320	"hg38"	1	67637320	1498
"Sexual Dysfunctions, Psychological"	"MC4R"	"DOID_13868"	"ENSG00000166603"	"chr18"	60371918.5	"hg38"	1	60371918.5	1499
"Antithrombin III Deficiency"	"F10"	"HP_0001976"	"ENSG00000126218"	"chr13"	113136164	"hg38"	2	113113238	1500
"Antithrombin III Deficiency"	"F2"	"HP_0001976"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	1	46729359.5	1501
"Antithrombin III Deficiency"	"SERPINC1"	"HP_0001976"	"ENSG00000117601"	"chr1"	173910563.5	"hg38"	1	173910563.5	1502
"Tyrosinemias"	"HPD"	"Orphanet_882"	"ENSG00000158104"	"chr12"	121849193	"hg38"	2	121818332.5	1503
"Sleep Disorders, Circadian Rhythm"	"MTNR1A"	"MONDO_0024361"	"ENSG00000168412"	"chr4"	186544611	"hg38"	2	186544611	1504
"Sleep Disorders, Circadian Rhythm"	"MTNR1B"	"MONDO_0024361"	"ENSG00000134640"	"chr11"	92976216.5	"hg38"	1	92976216.5	1505
"Venous Thrombosis"	"F10"	"HP_0004936"	"ENSG00000126218"	"chr13"	113136164	"hg38"	1	113136164	1506
"Venous Thrombosis"	"F2"	"HP_0004936"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	1	46729359.5	1507
"Venous Thrombosis"	"SERPINC1"	"HP_0004936"	"ENSG00000117601"	"chr1"	173910563.5	"hg38"	0	173910563.5	1508
"Hormone Replacement Therapy"	"AR"	"EFO_0003961"	"ENSG00000169083"	"chrX"	67637320	"hg38"	1	67637320	1509
"Hormone Replacement Therapy"	"ESR1"	"EFO_0003961"	"ENSG00000091831"	"chr6"	151955478	"hg38"	1	151955478	1510
"Postoperative Nausea and Vomiting"	"DRD2"	"EFO_0004888"	"ENSG00000149295"	"chr11"	113442501.5	"hg38"	0	113442501.5	1511
"Postoperative Nausea and Vomiting"	"DRD3"	"EFO_0004888"	"ENSG00000151577"	"chr3"	114153316	"hg38"	1	114153316	1512
"Postoperative Nausea and Vomiting"	"HTR3A"	"EFO_0004888"	"ENSG00000166736"	"chr11"	113982710.5	"hg38"	1	113982710.5	1513
"Postoperative Nausea and Vomiting"	"TACR1"	"EFO_0004888"	"ENSG00000115353"	"chr2"	75122991.5	"hg38"	1	75122991.5	1514
"Muscular Dystrophy, Duchenne"	"DMD"	"Orphanet_98896,Orphanet_98895"	"ENSG00000198947"	"chrX"	32165385.5	"hg38"	2	32641516.5	1515
"Muscular Dystrophy, Duchenne"	"NR3C1"	"Orphanet_98896,Orphanet_98895"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1516
"Stroke"	"EDNRB"	"EFO_0000712"	"ENSG00000136160"	"chr13"	77907159	"hg38"	1	77907159	1517
"Stroke"	"F10"	"EFO_0000712"	"ENSG00000126218"	"chr13"	113136164	"hg38"	3	113165517	1518
"Stroke"	"F2"	"EFO_0000712"	"ENSG00000180210"	"chr11"	46729359.5	"hg38"	1	46729359.5	1519
"Stroke"	"PLAT"	"EFO_0000712"	"ENSG00000104368"	"chr8"	42191141.5	"hg38"	0	42191141.5	1520
"Lymphoma, Mantle-Cell"	"BTK"	"EFO_1001469"	"ENSG00000010671"	"chrX"	101367820.5	"hg38"	1	101367820.5	1521
"Lymphoma, Mantle-Cell"	"CD19"	"EFO_1001469"	"ENSG00000177455"	"chr16"	28935656.5	"hg38"	20	28503098	1522
"Lymphoma, Mantle-Cell"	"MS4A1"	"EFO_1001469"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1523
"Lymphoma, Mantle-Cell"	"PIK3CD"	"EFO_1001469"	"ENSG00000171608"	"chr1"	9690422.5	"hg38"	3	9601894	1524
"Multiple Sclerosis, Chronic Progressive"	"IFNAR1"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000142166"	"chr21"	33342417	"hg38"	0	33342417	1525
"Multiple Sclerosis, Chronic Progressive"	"IFNAR2"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1526
"Multiple Sclerosis, Chronic Progressive"	"IFNB1"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000171855"	"chr9"	21077523	"hg38"	1	21077523	1527
"Multiple Sclerosis, Chronic Progressive"	"MS4A1"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	2	60438682	1528
"Multiple Sclerosis, Chronic Progressive"	"S1PR1"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000170989"	"chr1"	101239268.5	"hg38"	3	100938923.5	1529
"Multiple Sclerosis, Chronic Progressive"	"S1PR5"	"EFO_0008522,EFO_0003840,EFO_0008520"	"ENSG00000180739"	"chr19"	10515094.5	"hg38"	1	10515094.5	1530
"Multiple Sclerosis, Relapsing-Remitting"	"DHODH"	"EFO_0003929"	"ENSG00000102967"	"chr16"	72018201.5	"hg38"	10	71851652	1531
"Multiple Sclerosis, Relapsing-Remitting"	"IFNAR1"	"EFO_0003929"	"ENSG00000142166"	"chr21"	33342417	"hg38"	1	33342417	1532
"Multiple Sclerosis, Relapsing-Remitting"	"IFNAR2"	"EFO_0003929"	"ENSG00000159110"	"chr21"	33247801	"hg38"	1	33247801	1533
"Multiple Sclerosis, Relapsing-Remitting"	"IFNB1"	"EFO_0003929"	"ENSG00000171855"	"chr9"	21077523	"hg38"	3	21141232	1534
"Multiple Sclerosis, Relapsing-Remitting"	"ITGA4"	"EFO_0003929"	"ENSG00000115232"	"chr2"	181498163	"hg38"	0	181498163	1535
"Multiple Sclerosis, Relapsing-Remitting"	"ITGB1"	"EFO_0003929"	"ENSG00000150093"	"chr10"	32929274	"hg38"	2	32664502	1536
"Multiple Sclerosis, Relapsing-Remitting"	"ITGB7"	"EFO_0003929"	"ENSG00000139626"	"chr12"	53199287	"hg38"	4	53169294	1537
"Multiple Sclerosis, Relapsing-Remitting"	"MS4A1"	"EFO_0003929"	"ENSG00000156738"	"chr11"	60463299.5	"hg38"	1	60463299.5	1538
"Multiple Sclerosis, Relapsing-Remitting"	"NFE2L2"	"EFO_0003929"	"ENSG00000116044"	"chr2"	177247517.5	"hg38"	9	177848010.5	1539
"Multiple Sclerosis, Relapsing-Remitting"	"S1PR1"	"EFO_0003929"	"ENSG00000170989"	"chr1"	101239268.5	"hg38"	2	101007703.5	1540
"Multiple Sclerosis, Relapsing-Remitting"	"S1PR5"	"EFO_0003929"	"ENSG00000180739"	"chr19"	10515094.5	"hg38"	1	10515094.5	1541
"Spinocerebellar Ataxias"	"TRHR"	"HP_0007263"	"ENSG00000174417"	"chr8"	109104075	"hg38"	0	109104075	1542
"Bardet-Biedl Syndrome"	"MC4R"	"Orphanet_110"	"ENSG00000166603"	"chr18"	60371918.5	"hg38"	1	60371918.5	1543
"Lewy Body Disease"	"ACHE"	"EFO_0006792"	"ENSG00000087085"	"chr7"	100892941	"hg38"	1	100892941	1544
"Hyperammonemia"	"CPS1"	"HP_0001987"	"ENSG00000021826"	"chr2"	210617853	"hg38"	1	210617853	1545
"Coronary Restenosis"	"ITGA2B"	"EFO_0004224"	"ENSG00000005961"	"chr17"	44380915	"hg38"	7	44258262.5	1546
"Coronary Restenosis"	"ITGAV"	"EFO_0004224"	"ENSG00000138448"	"chr2"	186635478.5	"hg38"	1	186635478.5	1547
"Coronary Restenosis"	"ITGB2"	"EFO_0004224"	"ENSG00000160255"	"chr21"	44903426	"hg38"	1	44903426	1548
"Coronary Restenosis"	"ITGB3"	"EFO_0004224"	"ENSG00000259207"	"chr17"	47283785	"hg38"	1	47283785	1549
"Coronary Restenosis"	"MTOR"	"EFO_0004224"	"ENSG00000198793"	"chr1"	11184543	"hg38"	1	11184543	1550
"Coronary Restenosis"	"TUBB"	"EFO_0004224"	"ENSG00000196230"	"chr6"	30722887	"hg38"	2	30735198	1551
"Amyloid Neuropathies, Familial"	"TTR"	"EFO_0004129"	"ENSG00000118271"	"chr18"	31595349	"hg38"	2	31653413.5	1552
"Pulmonary Disease, Chronic Obstructive"	"ADRB2"	"EFO_0000341"	"ENSG00000169252"	"chr5"	148827617	"hg38"	0	148827617	1553
"Pulmonary Disease, Chronic Obstructive"	"ALOX5"	"EFO_0000341"	"ENSG00000012779"	"chr10"	45410166.5	"hg38"	1	45410166.5	1554
"Pulmonary Disease, Chronic Obstructive"	"CHRM1"	"EFO_0000341"	"ENSG00000168539"	"chr11"	62915021	"hg38"	1	62915021	1555
"Pulmonary Disease, Chronic Obstructive"	"CHRM3"	"EFO_0000341"	"ENSG00000133019"	"chr1"	239651009	"hg38"	1	239651009	1556
"Pulmonary Disease, Chronic Obstructive"	"NR3C1"	"EFO_0000341"	"ENSG00000113580"	"chr5"	143340810	"hg38"	1	143340810	1557
"Bronchitis, Chronic"	"CHRM3"	"EFO_0006505"	"ENSG00000133019"	"chr1"	239651009	"hg38"	1	239651009	1558
"Papillomavirus Infections"	"IFNAR2"	"EFO_0001668"	"ENSG00000159110"	"chr21"	33247801	"hg38"	16	33771181	1559
"Papillomavirus Infections"	"PGR"	"EFO_0001668"	"ENSG00000082175"	"chr11"	101079718.5	"hg38"	1	101079718.5	1560
"Erdheim-Chester Disease"	"BRAF"	"EFO_1000926"	"ENSG00000157764"	"chr7"	140827797	"hg38"	1	140827797	1561
"Irritable Bowel Syndrome"	"CLCN2"	"EFO_0000555"	"ENSG00000114859"	"chr3"	184353895	"hg38"	2	184341937.5	1562
"Irritable Bowel Syndrome"	"GUCY2C"	"EFO_0000555"	"ENSG00000070019"	"chr12"	14654615.5	"hg38"	12	14951816	1563
"Irritable Bowel Syndrome"	"OPRD1"	"EFO_0000555"	"ENSG00000116329"	"chr1"	28841718.5	"hg38"	1	28841718.5	1564
"Irritable Bowel Syndrome"	"OPRM1"	"EFO_0000555"	"ENSG00000112038"	"chr6"	154085798	"hg38"	1	154085798	1565
"Irritable Bowel Syndrome"	"SLC9A3"	"EFO_0000555"	"ENSG00000066230"	"chr5"	497452.5	"hg38"	2	455233	1566
"Severe Acute Respiratory Syndrome"	"IFNG"	"NCBITaxon_227859"	"ENSG00000111537"	"chr12"	68157254	"hg38"	1	68157254	1567
"Scleroderma, Diffuse"	"IL17RA"	"EFO_1001993"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	1	17100346.5	1568
"Scleroderma, Diffuse"	"TRPA1"	"EFO_1001993"	"ENSG00000104321"	"chr8"	72048417	"hg38"	2	71842986	1569
"Scleroderma, Limited"	"IL17RA"	"EFO_1001993"	"ENSG00000177663"	"chr22"	17100346.5	"hg38"	0	17100346.5	1570
"Scleroderma, Limited"	"TRPA1"	"EFO_1001993"	"ENSG00000104321"	"chr8"	72048417	"hg38"	2	71842986	1571
"Ileus"	"OPRM1"	"MONDO_0004567"	"ENSG00000112038"	"chr6"	154085798	"hg38"	3	154334971	1572
"Gastrointestinal Stromal Tumors"	"BRAF"	"Orphanet_44890"	"ENSG00000157764"	"chr7"	140827797	"hg38"	9	140366141	1573
"Gastrointestinal Stromal Tumors"	"CSF1R"	"Orphanet_44890"	"ENSG00000182578"	"chr5"	150069924.5	"hg38"	1	150069924.5	1574
"Gastrointestinal Stromal Tumors"	"FGFR3"	"Orphanet_44890"	"ENSG00000068078"	"chr4"	1801080	"hg38"	1	1801080	1575
"Gastrointestinal Stromal Tumors"	"FLT1"	"Orphanet_44890"	"ENSG00000102755"	"chr13"	28397737	"hg38"	8	27965116.5	1576
"Gastrointestinal Stromal Tumors"	"FLT3"	"Orphanet_44890"	"ENSG00000122025"	"chr13"	28051925	"hg38"	0	28051925	1577
"Gastrointestinal Stromal Tumors"	"FLT4"	"Orphanet_44890"	"ENSG00000037280"	"chr5"	180625553	"hg38"	1	180625553	1578
"Gastrointestinal Stromal Tumors"	"FYN"	"Orphanet_44890"	"ENSG00000010810"	"chr6"	111766892	"hg38"	2	111580629.5	1579
"Gastrointestinal Stromal Tumors"	"HSP90AA1"	"Orphanet_44890"	"ENSG00000080824"	"chr14"	102083893	"hg38"	3	102175212	1580
"Gastrointestinal Stromal Tumors"	"KDR"	"Orphanet_44890"	"ENSG00000128052"	"chr4"	55102038	"hg38"	2	55359671	1581
"Gastrointestinal Stromal Tumors"	"KIT"	"Orphanet_44890"	"ENSG00000157404"	"chr4"	54699336	"hg38"	1	54699336	1582
"Gastrointestinal Stromal Tumors"	"LYN"	"Orphanet_44890"	"ENSG00000254087"	"chr8"	55947002	"hg38"	1	55947002	1583
"Gastrointestinal Stromal Tumors"	"PDGFRA"	"Orphanet_44890"	"ENSG00000134853"	"chr4"	54263769	"hg38"	3	54101330.5	1584
"Gastrointestinal Stromal Tumors"	"PDGFRB"	"Orphanet_44890"	"ENSG00000113721"	"chr5"	150134842	"hg38"	2	150175668	1585
"Gastrointestinal Stromal Tumors"	"RAF1"	"Orphanet_44890"	"ENSG00000132155"	"chr3"	12623859	"hg38"	1	12623859	1586
"Gastrointestinal Stromal Tumors"	"RET"	"Orphanet_44890"	"ENSG00000165731"	"chr10"	43103710	"hg38"	5	43373985.5	1587
"Protoporphyria, Erythropoietic"	"MC1R"	"Orphanet_79278"	"ENSG00000258839"	"chr16"	89919917	"hg38"	3	89929719.5	1588
"Pituitary ACTH Hypersecretion"	"CYP11B1"	"EFO_0003099"	"ENSG00000160882"	"chr8"	142876091	"hg38"	1	142876091	1589
"Pituitary ACTH Hypersecretion"	"CYP11B2"	"EFO_0003099"	"ENSG00000179142"	"chr8"	142914201	"hg38"	3	142840826	1590
"Pituitary ACTH Hypersecretion"	"CYP51A1"	"EFO_0003099"	"ENSG00000001630"	"chr7"	92123315	"hg38"	0	92123315	1591
"Pituitary ACTH Hypersecretion"	"NR3C1"	"EFO_0003099"	"ENSG00000113580"	"chr5"	143340810	"hg38"	2	142999692	1592
"Pituitary ACTH Hypersecretion"	"SSTR2"	"EFO_0003099"	"ENSG00000180616"	"chr17"	73170821.5	"hg38"	2	73200781	1593
"Hyperparathyroidism, Primary"	"CASR"	"EFO_0008519"	"ENSG00000036828"	"chr3"	122237648.5	"hg38"	2	122333608.5	1594
"Graves Ophthalmopathy"	"IGF1R"	"EFO_1001466"	"ENSG00000140443"	"chr15"	98806534.5	"hg38"	1	98806534.5	1595
"Dyslipidemias"	"HMGCR"	"HP_0003119"	"ENSG00000113161"	"chr5"	75349660.5	"hg38"	1	75349660.5	1596
"Dyslipidemias"	"NPC1L1"	"HP_0003119"	"ENSG00000015520"	"chr7"	44526932.5	"hg38"	3	44569856	1597
"Dyslipidemias"	"PPARA"	"HP_0003119"	"ENSG00000186951"	"chr22"	46197140.5	"hg38"	5	46113727	1598
"Atherosclerosis"	"IL1B"	"EFO_0003914"	"ENSG00000125538"	"chr2"	112833265	"hg38"	1	112833265	1599
"Atherosclerosis"	"PCSK9"	"EFO_0003914"	"ENSG00000169174"	"chr1"	55052200	"hg38"	2	55140861.5	1600
"Lymphohistiocytosis, Hemophagocytic"	"IFNG"	"DOID_0050120"	"ENSG00000111537"	"chr12"	68157254	"hg38"	1	68157254	1601
"Bulimia Nervosa"	"HTR2C"	"EFO_0005204"	"ENSG00000147246"	"chrX"	114747073.5	"hg38"	1	114747073.5	1602
"Bulimia Nervosa"	"SLC6A4"	"EFO_0005204"	"ENSG00000108576"	"chr17"	30215008	"hg38"	1	30215008	1603
"Tendinopathy"	"PTGS1"	"MONDO_0004857"	"ENSG00000095303"	"chr9"	122383363.5	"hg38"	1	122383363.5	1604
"Tendinopathy"	"PTGS2"	"MONDO_0004857"	"ENSG00000073756"	"chr1"	186676107	"hg38"	3	186452340	1605
